nid,title,uuid,field_leg_hosting_site_value,field_leg_hosting_master_stage_value,HMS_UUID,HMS_Value,Acquia_Hosting_Product,field_leg_remote_admin_value,field_active_value,field_ra_pref_update_value,RA_Pref_Update_UUID,date,docroot,realm,prod_env_core,ra_env_core,Prod Formatted Version,RA Formatted Version,Prod Major Version,Prod Release,Prod Secure,RA Major Version,RA Release,RA Secure,Prod Current,RA Current,RA Pref
4098296,WebNY - DOS Local Laws,bf9e66b7-6f6a-4d20-8918-847d70bedc7b,nydoslocal,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,bf9e66b7-6f6a-4d20-8918-847d70bedc7b,2021-06-08,nydoslocal,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4100551,Drupal 7,d3fc6e76-06e2-438f-9e61-8cb06e5be7a6,corecon,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,d3fc6e76-06e2-438f-9e61-8cb06e5be7a6,2021-06-08,corecon,prod,764,780,7.64,7.80,7.x,2019-02-06,0,7.x,2021-04-21,1,,,Update
4100721,cbcommunities subscription,e49a925d-4ba5-4ef0-8257-2ee4eb6bd1b7,cbcommunities,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,inform,e49a925d-4ba5-4ef0-8257-2ee4eb6bd1b7,2021-06-08,cbcommunities,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Inform
4100851,NIDCD - D7,2340d1c5-ac20-420a-a14b-c81a8c8616b5,nidcd,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,2340d1c5-ac20-420a-a14b-c81a8c8616b5,2021-06-08,nidcd,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,No Inform
4109396,Starkist D7,f125eaaf-1a56-4900-b865-0f07a0905896,starkistd7,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,starkistd7,prod,778,780,7.78,7.80,7.x,2021-01-20,0,7.x,2021-04-21,1,,,Update
4117761,InterSystems Corporation,287f2f83-0ae4-4c94-ae3c-75bf1b599c2e,intersystemscommunity,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,287f2f83-0ae4-4c94-ae3c-75bf1b599c2e,2021-06-08,intersystemscommunity,prod,773,778,7.73,7.78,7.x,2020-09-16,0,7.x,2021-01-20,0,,,Update
4134241,selfservehosteu [pfselfservehosteu],107b8291-05f4-4a23-b462-656812b69c56,pfselfservehosteu,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,107b8291-05f4-4a23-b462-656812b69c56,2021-06-08,pfselfservehosteu,prod,778,111,7.78,1.1.1,7.x,2021-01-20,0,,,0,,,No Inform
4138276,Tier 3,7587918a-e72f-4913-8c6b-a119e5d4ff81,temple3,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,inform,7587918a-e72f-4913-8c6b-a119e5d4ff81,2021-06-08,temple3,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Inform
4150691,College of the Holy Cross - magazine,feabc0cf-6b5f-4577-9fbf-1a5cc69f625a,holycrossmagazine,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,feabc0cf-6b5f-4577-9fbf-1a5cc69f625a,2021-06-08,holycrossmagazine,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4156646,TIBCO Software,9ae54788-d70b-4d0b-8364-ccc5165facb7,tibco,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,tibco,prod,8915,111,8.9.15,1.1.1,8.x,2021-05-05,0,,,0,,,Update
4157116,Remote Administration Internal 1,1f263c28-b78c-4f65-be5c-02de887c1342,radass1,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,1f263c28-b78c-4f65-be5c-02de887c1342,2021-06-08,radass1,prod,757,780,7.57,7.80,7.x,2018-02-21,0,7.x,2021-04-21,1,,,Update
4157131,Remote Administration Internal 2,d808f8c3-b2b3-4418-85ec-e6fde8b73cf4,radass2,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,d808f8c3-b2b3-4418-85ec-e6fde8b73cf4,2021-06-08,radass2,prod,872,111,8.7.2,1.1.1,8.x,2019-05-23,0,,,0,,,Update
4157136,Remote Administration Internal 3,cb779368-646f-4083-926d-ec3bfb708d65,radass3,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,cb779368-646f-4083-926d-ec3bfb708d65,2021-06-08,radass3,prod,767,781,7.67,7.81,7.x,2019-05-08,0,7.x,2021-06-02,0,,x,Update
4157161,Remote Administration Internal 4,5ce2af7d-5c72-4ee6-89b0-547e4f42fd01,radass4,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,5ce2af7d-5c72-4ee6-89b0-547e4f42fd01,2021-06-08,radass4,prod,900,919,9.0.0,9.1.9,,,0,9.x,2021-05-26,1,,,Update
4157171,Remote Administration Internal 5,1ec1d1c6-0c66-4071-813f-5297265b327b,radass5,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,1ec1d1c6-0c66-4071-813f-5297265b327b,2021-06-08,radass5,prod,757,780,7.57,7.80,7.x,2018-02-21,0,7.x,2021-04-21,1,,,Update
4157176,Remote Administration Internal 6,c311e4b3-2972-415c-bb4d-ffa5aab3a4fb,radass6,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,c311e4b3-2972-415c-bb4d-ffa5aab3a4fb,2021-06-08,radass6,prod,718,780,7.18,7.80,,,0,7.x,2021-04-21,1,,,Update
4159716,Community Jaspersoft,a3ecf549-e30b-448c-83eb-81b3e67defd2,commjaspersoft,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,commjaspersoft,prod,778,780,7.78,7.80,7.x,2021-01-20,0,7.x,2021-04-21,1,,,Update
4159726,Community Tibco,bcb500ca-2a54-4d81-9b1b-f00bf06bf622,commtibco,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,commtibco,prod,778,111,7.78,1.1.1,7.x,2021-01-20,0,,,0,,,Update
4161136,WebNY - ITS,cce72249-ffde-4127-8b6e-661c87048b3e,nysits,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,cce72249-ffde-4127-8b6e-661c87048b3e,2021-06-08,nysits,prod,780,761,7.80,7.61,7.x,2021-04-21,1,7.x,2018-11-08,0,,,No Inform
4161166,WebNY - Buffalo Billion,835d333b-7753-4caf-b2f3-0d6ac958004a,nysbuffalobillion,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,835d333b-7753-4caf-b2f3-0d6ac958004a,2021-06-08,nysbuffalobillion,prod,780,759,7.80,7.59,7.x,2021-04-21,1,7.x,2018-04-25,0,,,No Inform
4161186,WebNY - Combat Heroin,7be58701-ec19-49e4-af31-e6a45745ae67,nyscombatheroin,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,7be58701-ec19-49e4-af31-e6a45745ae67,2021-06-08,nyscombatheroin,prod,333,333,3.3.3,3.3.3,,,0,,,0,,,
4161206,WebNY - Global,2560871c-13c8-4bc5-b238-ee5759246c00,nysglobal,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,nysglobal,prod,333,333,3.3.3,3.3.3,,,0,,,0,,,Update
4161266,WebNY - License Center,4bb286ee-1524-44ee-bcf2-a46be23563ea,nyslicensecenter,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,4bb286ee-1524-44ee-bcf2-a46be23563ea,2021-06-08,nyslicensecenter,prod,333,333,3.3.3,3.3.3,,,0,,,0,,,
4161271,WebNY - NYS Broadband,b2b3326b-78cf-4f26-9063-dc615507a1be,nysnysbroadband,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,b2b3326b-78cf-4f26-9063-dc615507a1be,2021-06-08,nysnysbroadband,prod,780,759,7.80,7.59,7.x,2021-04-21,1,7.x,2018-04-25,0,,,No Inform
4161281,WebNY - NYS CFA Project Data,f19314a9-985b-4e2f-b7de-6bff9832c8c3,nysnyscfaprojectdata,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,f19314a9-985b-4e2f-b7de-6bff9832c8c3,2021-06-08,nysnyscfaprojectdata,prod,333,333,3.3.3,3.3.3,,,0,,,0,,,
4161301,WebNY - NYS Works Task Force,0e1921e7-3525-4e33-b930-ddb6883fb2ff,nysnyworkstaskforce,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,0e1921e7-3525-4e33-b930-ddb6883fb2ff,2021-06-08,nysnyworkstaskforce,prod,333,333,3.3.3,3.3.3,,,0,,,0,,,
4161311,WebNY - Prepare,eed55ab1-b721-45d7-be91-f2855bd0db86,nysprepare,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,eed55ab1-b721-45d7-be91-f2855bd0db86,2021-06-08,nysprepare,prod,780,759,7.80,7.59,7.x,2021-04-21,1,7.x,2018-04-25,0,,,No Inform
4161341,WebNY - Regional Councils,407cf8f0-094b-4b44-9036-81f278ea80b7,nysregionalcouncils,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,407cf8f0-094b-4b44-9036-81f278ea80b7,2021-06-08,nysregionalcouncils,prod,333,333,3.3.3,3.3.3,,,0,,,0,,,
4161386,WebNY - Veterans,6f1b0ecd-0923-48a8-9e64-dc0c4db2931b,nysveterans,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,6f1b0ecd-0923-48a8-9e64-dc0c4db2931b,2021-06-08,nysveterans,prod,780,759,7.80,7.59,7.x,2021-04-21,1,7.x,2018-04-25,0,,,No Inform
4164791,Pfizer Engineering team [pfenplatform],b2f2fede-0f63-4004-a6ac-9ed047824630,pfenplatform,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,b2f2fede-0f63-4004-a6ac-9ed047824630,2021-06-08,pfenplatform,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
4165246,Red Hat - OSDC,93d46ab9-3aa3-4d0a-885b-9eac4b7752f6,osdc,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,93d46ab9-3aa3-4d0a-885b-9eac4b7752f6,2021-06-08,osdc,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4165251,Red Hat - TEP,43c06215-90fb-49d8-856b-b41194c958f7,tep,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,43c06215-90fb-49d8-856b-b41194c958f7,,,,,,,,,,,,,,,,
4166586,UMN - OIT - umnduluth,4674cbc3-aacd-4e78-b3a5-476bdb95b3b6,umnduluth,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,inform,4674cbc3-aacd-4e78-b3a5-476bdb95b3b6,2021-06-08,umnduluth,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Inform
4167281,ATF (atf),532c7074-c349-4161-a06c-f460de64f2bc,atf,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,532c7074-c349-4161-a06c-f460de64f2bc,2021-06-08,atf,prod,780,741,7.80,7.41,7.x,2021-04-21,1,7.x,2015-10-21,0,,,No Inform
4167366,Honor Health,aba1322e-8ff9-41ab-89a8-7f4eeff57cc6,honorhealth,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,honorhealth,prod,764,780,7.64,7.80,7.x,2019-02-06,0,7.x,2021-04-21,1,,,Update
4170556,Alvarez and Marsal,213384fe-c0a0-468f-a118-91e0fadd36e4,alvarezmarsal,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,213384fe-c0a0-468f-a118-91e0fadd36e4,2021-06-08,alvarezmarsal,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4172951,copayoffers.pfizerPro.com [pfcopayoffers],a1dc1af1-b9e3-4076-8411-71414f800df3,pfcopayoffers,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,a1dc1af1-b9e3-4076-8411-71414f800df3,2021-06-08,pfcopayoffers,prod,778,111,7.78,1.1.1,7.x,2021-01-20,0,,,0,,,No Inform
4175986,CBRE UK,1869e818-3c56-4d06-9698-f7845b7eb6ad,cbredrupal01,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,cbredrupal01,prod,772,772,7.72,7.72,7.x,2020-06-17,0,7.x,2020-06-17,0,,,Update
4181606,celebrex.com [pfcelebrexcom],5fcff8cc-93f0-49f7-aaed-d6dc9aba0a31,pfcelebrexcom,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,5fcff8cc-93f0-49f7-aaed-d6dc9aba0a31,2021-06-08,pfcelebrexcom,prod,778,111,7.78,1.1.1,7.x,2021-01-20,0,,,0,,,No Inform
4185191,Sagepay 2015,11ea0382-52e0-438d-916e-4e4a09f7e1cf,sagepay2015,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,inform,11ea0382-52e0-438d-916e-4e4a09f7e1cf,2021-06-08,sagepay2015,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Inform
4192766,University of Virginia,f7def61a-121c-49fd-a6c4-04bdad0456c1,uvaits,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,f7def61a-121c-49fd-a6c4-04bdad0456c1,2021-06-08,uvaits,prod,780,778,7.80,7.78,7.x,2021-04-21,1,7.x,2021-01-20,0,,,Update
4195036,Intelex Technologies,e106c46e-e997-4a5e-9128-b4d8d278dae6,intelex,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,e106c46e-e997-4a5e-9128-b4d8d278dae6,2021-06-08,intelex,prod,767,780,7.67,7.80,7.x,2019-05-08,0,7.x,2021-04-21,1,,,Update
4196921,United Water,0847ca39-0478-415f-895a-e3d1807d791f,unitedwater,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,0847ca39-0478-415f-895a-e3d1807d791f,2021-06-08,unitedwater,prod,778,781,7.78,7.81,7.x,2021-01-20,0,7.x,2021-06-02,0,,x,Update
4196971,"The Charles Stark Draper Laboratory, Inc.",7ece4e72-9bcc-4820-9fd2-3f45be658ef1,draperlabs,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,7ece4e72-9bcc-4820-9fd2-3f45be658ef1,2021-06-08,draperlabs,prod,8914,8915,8.9.14,8.9.15,8.x,2021-04-21,0,8.x,2021-05-05,0,,,Update
4197041,Victoria Legal Aid,19d46841-8a98-4922-aa6c-ae1ac2521f6f,vla,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,19d46841-8a98-4922-aa6c-ae1ac2521f6f,2021-06-08,vla,prod,779,781,7.79,7.81,7.x,2021-04-07,0,7.x,2021-06-02,0,,x,Update
4197781,Atkinson Construction,fde46ca5-7e54-42a6-aebd-01699e426007,atkinson,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,fde46ca5-7e54-42a6-aebd-01699e426007,2021-06-08,atkinson,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4197851,intelexcommunity,9398ece0-c71a-4985-858d-3778ba40007e,intelexcommunity,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,9398ece0-c71a-4985-858d-3778ba40007e,2021-06-08,intelexcommunity,prod,773,773,7.73,7.73,7.x,2020-09-16,0,7.x,2020-09-16,0,,,Update
4198026,DOT-Secure,3ebe00e4-2e81-45f4-9299-67cee274c43d,dotsecure,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,dotsecure,prod,767,780,7.67,7.80,7.x,2019-05-08,0,7.x,2021-04-21,1,,,Update
4201246,UVA Today,199bc719-bfa3-4f51-a39f-b98c3af28a0f,virginiaedu,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,199bc719-bfa3-4f51-a39f-b98c3af28a0f,2021-06-08,virginiaedu,prod,780,780,7.80,7.80,7.x,2021-04-21,1,7.x,2021-04-21,1,,,Update
4201521,Millennium Trust Company,aed7e38f-4e28-4840-87bb-0064642836a1,mtrust,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,aed7e38f-4e28-4840-87bb-0064642836a1,2021-06-08,mtrust,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4201556,Reach Local,d1bf77ba-ea9f-4e94-b54c-ff0479b1d700,reachlocal,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,d1bf77ba-ea9f-4e94-b54c-ff0479b1d700,2021-06-08,reachlocal,prod,769,780,7.69,7.80,7.x,2019-12-18,0,7.x,2021-04-21,1,,,Update
4202676,McCarthy,58f9b0b7-bdd0-4fcf-a8c8-e81be0ecf52c,mccarthy,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,mccarthy,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4202921,DocuSign,2b0c9929-a22c-4a40-9949-c6fdc2375b7a,docusign,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,docusign,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4203116,Protiviti Inc,a73d759b-98f6-403b-867d-d750c6a724c7,protiviti,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,a73d759b-98f6-403b-867d-d750c6a724c7,2021-06-08,protiviti,prod,769,780,7.69,7.80,7.x,2019-12-18,0,7.x,2021-04-21,1,,,Update
4203316,AMAT,948831bd-a951-4e9d-a4ae-1643f46907e6,amat,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,amat,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4204201,WebNY - Storm Recovery v2,ac379c98-e909-4ef2-b628-89696c42e74e,nysstormrecoveryv2,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,nysstormrecoveryv2,prod,780,780,7.80,7.80,7.x,2021-04-21,1,7.x,2021-04-21,1,,,Update
4206981,Watchguard,487a94a4-8e1d-4fab-abdb-fe0f46e2cc04,watchguard,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,487a94a4-8e1d-4fab-abdb-fe0f46e2cc04,2021-06-08,watchguard,prod,767,111,7.67,1.1.1,7.x,2019-05-08,0,,,0,,,Update
4207086,THL - SPARE 1(THL),b4b571c9-3293-467f-9973-78ab6980ff5b,trv,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,b4b571c9-3293-467f-9973-78ab6980ff5b,2021-06-08,trv,prod,759,769,7.59,7.69,7.x,2018-04-25,0,7.x,2019-12-18,0,,,No Inform
4207096,NA Specialist - YMT Vacations (ymt),b6dcf093-fde7-4a8d-a0a4-27aea70eeec0,ymt,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,b6dcf093-fde7-4a8d-a0a4-27aea70eeec0,2021-06-08,ymt,prod,759,775,7.59,7.75,7.x,2018-04-25,0,7.x,2020-11-25,0,,,No Inform
4207106,NA Specialist - Quark Expeditions (qrk),0abb8bdc-cf32-4843-9367-1149673ed6bb,qrk,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,0abb8bdc-cf32-4843-9367-1149673ed6bb,2021-06-08,qrk,prod,8916,111,8.9.16,1.1.1,8.x,2021-05-26,1,,,0,x,,No Inform
4211141,Her Campus Media,c581b5f9-5be6-42cc-b438-33c3fe0a8b0f,hercampus,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,c581b5f9-5be6-42cc-b438-33c3fe0a8b0f,2021-06-08,hercampus,prod,777,777,7.77,7.77,7.x,2020-12-03,0,7.x,2020-12-03,0,,,Update
4213296,Sunrun,cd1a7779-7f2a-4e6c-9cd4-6af315ea5984,sunrun,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,cd1a7779-7f2a-4e6c-9cd4-6af315ea5984,2021-06-08,sunrun,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4217891,SU2C,82efca85-2d11-4c63-9ef5-0f94c295cc8d,su2c,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,su2c,prod,773,780,7.73,7.80,7.x,2020-09-16,0,7.x,2021-04-21,1,,,Update
4220331,Sartle D7 @ ACE,3f66a0dd-60c2-43be-a2be-2ac415b61dd1,sartle,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,sartle,prod,778,780,7.78,7.80,7.x,2021-01-20,0,7.x,2021-04-21,1,,,Update
4220526,InfobloxSupport,ddc31341-8c50-4263-8c76-86c604292ca7,infobloxsupport,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,infobloxsupport,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4221976,Columbia Law School,dc0f4b55-faf8-4486-9110-038e6050c911,culaw,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,dc0f4b55-faf8-4486-9110-038e6050c911,2021-06-08,culaw,prod,777,780,7.77,7.80,7.x,2020-12-03,0,7.x,2021-04-21,1,,,Update
4222336,State of Iowa – Home Base Iowa,3f154827-157b-4b06-ae7a-85d3df429755,hbi,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,inform,3f154827-157b-4b06-ae7a-85d3df429755,2021-06-08,hbi,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Inform
4224766,DFH,8a76a27d-9ef7-4d89-9baa-ab7ce3c10582,dfh,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,dfh,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4225321,CGU.com.au,e93276dc-f94b-4c87-87f5-ad0cf5225025,iagcgu,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,e93276dc-f94b-4c87-87f5-ad0cf5225025,2021-06-08,iagcgu,prod,775,111,7.75,1.1.1,7.x,2020-11-25,0,,,0,,,No Inform
4225326,CGU Portals,8e0300f0-188b-412d-83b4-bff669c2ff9b,cguportals,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,cguportals,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4228866,EngageNY - NYSED,0fed14fb-7385-426f-8645-680de8ae8cb6,engagenysed,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,engagenysed,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4232246,Washington State Department of Transportation - Hosting,50827660-d168-40c8-b3de-0e9a6fa88a8f,wsdot,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,50827660-d168-40c8-b3de-0e9a6fa88a8f,2021-06-08,wsdot,prod,781,111,7.81,1.1.1,7.x,2021-06-02,0,,,0,x,,Update
4237421,digitalreview.pfizer.com [pfdrtpfizercom],53cabd66-c305-4692-996c-df5dd01fb76d,pfdrtpfizercom,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,53cabd66-c305-4692-996c-df5dd01fb76d,2021-06-08,pfdrtpfizercom,prod,772,111,7.72,1.1.1,7.x,2020-06-17,0,,,0,,,No Inform
